;GeoId;Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr21;Attr22;Attr23;Attr24;Attr25;Attr26;Attr27;Attr28;Attr29;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr37;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr55;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;Attr65;Attr66;Attr67;Attr68;Attr69;Attr70;Attr71;Attr72;Attr73;Attr74;Attr75;Attr76;Attr77;Attr78;Attr79
11;7f1c0ed84dc621aa27758e260eef1e1d;1;0;5;7;1;0;2;2;2;1;3;0;3;1;2;3;4;3;0;5;3;0;7;6;5;7;4;1;1;0;5;2;3;3;6;8;8;8;7;6;7;8;6;9;5;4;7;4;6;6;6;8;5;2;1;1;2;1;7;5;8;7;7;5;3;4;4;3;4;9;1;6;1;0;1;0;1;8;5
12;16e9af81f2cc0e8cc4eae3085909734d;0;1;1;7;1;0;1;3;7;0;1;2;5;4;3;2;1;3;0;1;5;0;9;6;8;9;4;0;0;0;2;9;3;5;9;6;7;5;9;9;8;4;5;8;1;2;9;9;8;9;8;5;9;8;8;8;8;7;9;9;8;9;9;9;8;8;1;8;7;8;2;1;0;0;0;1;3;3;2
13;8f320a06063c96f99a563c753e4cf3d3;0;1;1;7;1;0;1;3;7;0;1;0;3;6;2;2;1;3;0;2;4;0;5;4;3;8;4;0;0;1;1;5;3;4;6;6;6;4;6;8;6;8;1;1;7;8;4;7;3;5;7;4;4;9;8;7;8;9;9;5;4;4;3;7;9;8;4;4;9;2;8;1;0;0;0;0;3;4;1
14;554061e71b6a151b6400787bb77bd4cf;0;1;1;7;1;0;2;2;6;0;1;0;4;3;1;2;1;3;0;4;4;0;9;9;9;9;6;0;0;0;5;6;3;2;9;9;7;6;7;8;9;4;8;5;5;4;9;4;4;8;9;7;9;1;2;1;1;1;9;9;9;9;3;8;2;9;9;5;8;9;1;5;1;0;1;0;1;9;3
15;04afc762cd5f8cf24894fbc5c5dd7c8f;0;5;2;5;1;0;3;2;3;0;1;1;3;4;1;3;3;3;0;4;1;0;8;7;9;7;4;0;0;1;1;2;1;2;4;5;8;8;5;4;9;6;4;6;6;5;7;7;7;5;7;8;8;3;4;3;5;4;3;7;4;6;1;4;7;9;8;4;5;7;3;8;1;0;1;0;3;8;3
16;e74faa3eef5c96fe23c33662ac57da26;0;1;1;7;0;0;1;3;7;0;1;0;4;6;1;1;1;3;0;3;5;0;2;2;2;2;2;0;0;0;4;6;3;3;6;5;1;4;2;5;6;8;1;1;4;9;2;7;1;3;8;5;7;8;8;2;7;8;9;4;5;5;3;2;6;9;2;7;9;2;8;2;0;0;0;0;4;4;1
17;b272a35f845fa74412f3b30548c398dd;0;1;1;7;1;0;2;3;6;0;1;0;3;4;3;2;1;3;1;2;4;0;7;6;9;8;5;0;0;0;2;8;3;5;9;7;6;3;8;9;6;2;4;4;2;2;7;6;2;9;4;3;3;6;7;9;6;6;4;9;7;7;7;8;5;6;3;8;8;4;6;1;0;0;0;0;3;5;2
18;353b6ccbd4b81f77fc348c5a64ad3d68;0;1;1;7;1;0;2;3;2;0;1;0;2;3;3;1;1;3;0;2;2;0;9;9;9;9;5;0;0;1;1;6;3;5;9;8;9;1;8;9;4;7;7;9;1;1;8;5;6;9;1;1;1;1;1;4;1;1;3;6;8;9;6;8;2;6;1;7;5;4;7;2;0;0;0;0;2;5;3
19;f3c3995610f2a93fd637a90c1ba49c8d;0;1;1;4;1;0;1;3;7;0;1;0;3;5;2;1;1;3;0;5;4;0;4;5;4;4;7;0;0;0;2;7;1;3;7;7;4;5;8;9;4;3;2;2;2;7;3;6;2;8;5;4;5;7;7;7;7;7;7;8;7;4;4;7;6;9;3;9;8;4;6;1;0;0;0;1;3;6;1
20;8547d183bb9a93fae0a77961af3e5e87;2;1;2;5;1;0;2;2;6;0;2;10;2;4;3;3;4;3;1;4;1;0;6;7;7;6;2;0;0;1;1;2;1;2;7;7;9;9;5;7;9;7;7;4;6;7;6;8;7;8;8;9;9;7;7;6;7;5;3;8;9;9;1;2;5;9;5;4;8;7;2;6;1;0;1;0;3;9;2
21;bcf0c157c222094c49c916be76976941;0;1;1;1;1;0;2;2;3;0;1;1;3;4;2;1;1;3;0;2;3;0;8;4;9;8;1;0;0;1;1;3;1;3;9;6;7;4;5;7;7;6;3;6;5;8;7;7;4;6;6;3;7;5;7;6;6;5;3;9;7;8;3;5;3;9;4;9;9;4;6;4;0;0;0;0;3;5;2
22;866aeedb2840a57e3ba129617aea840e;0;1;1;4;0;0;2;1;2;0;1;8;1;3;2;3;1;3;0;2;1;0;9;8;9;6;1;0;0;1;1;1;1;2;8;6;9;2;3;5;7;2;6;6;4;2;5;1;5;3;4;2;4;2;3;4;4;2;2;5;8;9;2;4;7;8;2;2;9;2;8;5;0;0;1;0;1;9;3
23;14a5add256f69375ac5e8835236207ff;0;6;2;6;1;0;2;2;2;0;1;0;1;2;1;2;1;3;0;5;1;0;7;3;3;6;6;0;0;1;1;3;2;1;4;8;6;2;3;4;4;7;9;8;8;2;7;1;7;4;3;2;4;4;6;5;5;6;6;4;3;4;2;5;4;7;7;3;5;3;7;6;0;0;0;0;3;3;1
24;7bfa97812a3e1e5bae240039f381b2a9;0;1;1;4;1;0;2;2;7;0;1;1;2;5;2;2;1;3;0;4;3;0;4;2;5;5;3;0;0;1;1;5;1;4;8;7;9;1;4;8;7;6;2;2;3;6;4;9;4;7;3;2;3;8;8;7;8;8;9;5;6;5;9;4;7;9;4;8;9;1;9;2;0;0;0;0;3;8;1
25;d412c1ffd22b018ef56af739ca6cb0e5;0;1;1;2;1;0;1;2;6;0;1;2;3;5;2;2;1;3;0;5;2;0;8;4;7;8;5;0;0;0;2;7;1;5;9;8;9;4;7;9;9;7;3;4;2;7;8;9;7;8;6;7;7;9;8;7;8;8;6;9;8;8;6;4;5;9;1;8;9;5;7;2;0;0;1;0;3;8;1
26;3fdc5cf2d78ff5b776cf467a28a24356;0;1;1;2;1;0;1;2;7;0;1;0;4;6;2;1;1;3;0;2;4;0;1;1;1;2;2;0;0;0;4;6;1;3;8;4;1;4;1;6;8;9;1;1;2;9;1;9;7;2;7;4;7;9;9;5;9;9;4;5;5;2;4;2;9;9;2;7;9;1;9;1;0;0;0;0;5;3;1
27;3cf00396fcdbe506b4049425a6e02958;0;1;1;3;1;0;1;3;6;0;1;0;4;6;2;2;1;3;0;4;2;0;1;1;1;1;7;0;0;0;2;3;1;3;1;6;2;4;1;5;6;9;1;1;2;9;1;9;3;4;8;4;7;9;9;4;8;9;4;4;6;1;7;3;9;6;2;4;6;1;9;2;0;0;0;0;5;3;1
28;1602f1dc5a81ea56279307b52fbf0483;0;1;1;3;0;0;3;2;4;0;1;5;4;6;2;3;3;3;1;3;2;0;2;2;1;1;6;0;0;1;1;5;1;3;3;3;4;8;1;4;3;8;1;1;6;8;1;6;7;6;7;9;7;9;8;5;9;9;7;4;6;1;3;3;9;4;2;1;6;4;6;5;0;0;1;0;5;9;1
29;42141ed54e006c66cd6b19e9edbd6dd0;0;5;2;4;1;0;2;2;4;0;1;2;1;1;3;3;2;3;0;4;1;0;6;9;6;6;6;0;0;1;1;2;1;2;4;6;9;6;5;2;3;1;9;4;8;1;8;3;2;8;2;5;1;3;3;3;2;4;4;1;3;2;7;9;4;6;7;3;4;6;4;5;1;0;1;0;1;8;5
30;ed2184ce9e102403caffab0253c480fb;0;1;1;2;0;0;1;2;4;0;1;1;4;4;2;1;1;3;0;4;4;0;7;5;5;5;3;0;0;1;1;1;1;4;8;8;4;4;8;6;6;5;3;4;5;6;6;7;2;6;6;4;5;8;8;7;7;8;3;8;9;7;3;8;4;8;2;9;9;4;6;3;0;0;0;1;2;2;2
31;3441abf1d61f97436033d92e6017d529;0;1;1;5;1;0;2;2;6;0;1;2;3;4;1;3;3;3;0;4;3;0;8;8;8;3;3;0;0;0;2;2;1;4;9;8;3;8;2;7;8;7;5;3;3;4;4;6;7;4;6;8;6;6;6;6;7;7;4;9;8;8;1;2;7;9;4;4;6;5;7;4;0;0;1;1;5;5;2
32;2c4407b294fcb5970ffca1ae6a9aefe4;2;1;2;1;0;0;2;1;7;0;2;8;2;2;1;3;1;3;1;4;1;0;6;7;3;7;2;0;0;0;2;7;1;2;5;9;9;1;8;5;6;1;9;3;4;2;3;3;1;9;2;2;2;3;3;3;2;2;3;4;4;5;1;9;2;8;4;1;9;3;8;4;1;0;1;0;3;7;4
33;a4f6396901c4820a2bf7ef3e30fcea3e;0;1;1;4;1;0;1;2;2;0;1;1;4;4;3;2;1;3;0;3;4;0;9;7;9;9;5;1;1;1;1;6;1;5;9;8;6;3;9;9;7;3;5;9;1;1;9;6;8;9;5;3;6;7;8;9;8;6;7;9;9;8;8;9;2;8;1;8;8;5;5;4;0;0;0;1;3;2;2
34;a432cdfb7df4a3762333d36df7bebd7d;0;1;1;4;1;0;2;3;7;0;1;0;2;5;3;2;1;3;0;3;4;0;5;4;3;2;2;0;0;1;4;5;1;5;9;6;6;1;4;9;6;6;4;3;6;5;1;7;5;2;2;1;3;7;7;9;7;8;5;4;6;4;2;7;8;9;4;8;9;1;9;1;0;0;0;0;5;8;1
35;cf2310b11a3fead9dea7edcead58c493;0;1;1;4;1;0;2;2;3;0;1;2;5;6;2;3;2;3;0;3;2;0;8;1;5;8;1;0;0;1;2;1;1;4;8;3;7;8;3;8;8;9;1;8;1;9;8;9;8;4;9;8;9;9;9;9;9;9;2;4;7;7;3;6;9;9;1;2;9;3;7;6;0;0;1;0;1;6;1
36;f8047b074655a5a83d6fca9534af3d6b;0;3;2;2;1;0;1;2;3;0;1;1;4;3;3;2;2;3;1;2;1;0;8;7;6;8;8;0;0;1;1;6;1;1;6;4;3;7;8;6;5;2;7;8;5;6;8;5;7;8;6;7;7;5;5;6;6;4;2;7;6;6;1;7;4;6;7;5;2;9;1;6;1;0;0;0;2;2;3
37;3504fcd3d79efc52dea9346a76bd1bc8;0;2;1;2;1;0;2;2;3;0;1;1;3;4;2;1;1;3;1;3;2;0;9;6;9;9;3;0;0;1;1;8;1;3;9;9;6;4;9;9;7;7;8;9;1;8;9;7;5;8;6;3;5;5;7;9;7;5;5;8;7;8;3;9;1;8;1;9;8;6;6;3;0;0;0;0;2;4;2
38;954b7df5119da3f68967989a5ba1ebd6;0;10;2;4;1;0;2;2;3;0;1;3;3;4;1;3;1;3;0;3;1;0;3;3;5;4;6;0;0;1;3;1;1;1;2;3;1;3;3;3;5;5;3;5;6;5;5;5;4;5;5;3;5;8;7;5;7;8;3;6;4;2;1;5;8;5;8;4;3;2;8;8;0;0;0;0;4;1;1
39;a172e7680f63a3828ea50f9e1a3c6f20;1;11;3;3;0;0;2;2;3;0;2;3;3;3;1;3;3;3;1;4;1;0;6;6;7;6;1;0;0;1;1;1;1;1;7;4;5;8;4;3;8;6;5;6;6;4;5;5;4;4;7;7;6;4;3;2;5;3;1;7;4;5;1;4;7;7;5;2;9;7;3;9;0;0;0;0;1;5;3
40;0ffd8a4f5bad0a27283e207380be0ce5;0;18;3;3;0;0;2;2;3;0;1;4;1;1;1;3;2;3;0;4;1;0;7;9;7;7;1;0;0;1;1;1;1;1;6;4;8;6;8;1;3;2;8;7;9;4;7;1;1;7;2;5;1;3;3;2;2;3;2;1;3;3;1;9;3;6;5;3;8;6;4;8;0;0;0;0;1;4;3
41;561d4262d0dfe87aa7a70c02227f9e47;0;13;3;4;1;0;1;2;3;0;1;0;4;3;1;2;1;3;0;3;1;0;9;9;9;8;8;0;0;1;1;1;1;2;6;4;4;3;8;4;5;2;5;9;6;5;8;2;4;9;5;3;4;2;2;2;3;2;6;7;6;6;2;8;5;1;8;5;1;7;3;7;1;0;0;0;1;1;3
42;258bca7d348b5752b5ab62bb7e09ca6a;0;4;2;5;1;0;2;2;3;0;1;1;3;4;2;2;3;3;0;2;2;0;9;8;9;7;7;0;0;1;1;2;1;2;5;4;9;8;5;6;8;8;4;7;8;7;8;8;8;6;7;8;7;8;8;8;9;8;5;7;4;5;5;7;7;6;7;8;3;6;4;8;1;0;1;0;3;6;3
43;d1c0472efdcb5cf0560ae886185151d6;0;2;1;4;1;0;2;2;3;0;1;1;5;6;2;2;3;1;0;3;4;0;5;1;5;5;3;0;0;1;1;2;1;3;8;3;5;9;1;8;9;9;1;7;1;9;6;9;9;2;9;9;9;9;9;8;9;9;3;4;7;5;3;1;8;9;2;4;9;6;4;6;0;0;1;0;3;7;1
44;90bb702b70f85c36238dbe56296715e7;0;4;2;2;1;0;2;2;3;0;1;3;3;4;3;4;2;3;0;4;1;0;4;5;6;4;7;0;0;1;1;2;1;2;3;4;5;7;5;5;3;4;4;5;8;7;4;6;4;5;7;7;7;7;7;8;6;8;4;6;4;3;2;6;7;8;7;8;7;5;6;8;0;0;0;0;4;5;1
45;cce33a2b1bbc6cdb7c47df0908ed9aaf;0;2;1;4;1;0;2;3;3;0;1;2;3;4;1;2;2;3;0;3;1;0;8;7;9;8;5;0;0;1;1;4;1;2;9;4;7;7;8;9;8;5;4;7;5;7;8;5;6;6;5;7;6;5;7;6;7;4;6;8;7;7;2;5;5;9;5;8;9;6;4;5;0;0;1;0;3;7;2
46;1cf1c3d4e074454e5a74af85a45a63e1;0;1;1;2;1;0;2;2;3;0;1;1;3;6;3;1;3;2;0;4;2;0;5;2;6;7;4;0;0;1;1;1;1;2;6;6;9;8;3;6;9;9;1;6;3;9;6;9;7;3;8;9;8;9;9;9;9;9;4;5;5;4;2;2;9;9;2;7;9;3;7;5;0;0;1;0;5;9;1
47;2ef3383bcc6accbee349fba8d08c2451;1;1;1;4;1;0;1;2;3;0;2;0;4;4;3;2;2;3;0;3;2;0;9;6;9;9;5;0;0;1;2;6;1;3;9;6;8;7;6;9;9;6;5;9;3;6;9;8;8;9;7;8;8;7;8;9;9;8;6;8;8;9;4;4;7;9;4;8;8;7;3;5;0;0;0;1;4;7;2
48;a89a3f636d101202583b983943337cd6;0;1;1;5;1;0;2;2;3;0;1;1;3;4;2;1;1;3;0;2;1;0;8;6;9;7;3;0;0;1;1;3;1;2;7;7;4;3;3;7;8;8;3;8;7;5;9;9;8;5;6;3;7;7;7;7;7;9;5;7;7;6;2;4;8;9;2;9;8;7;9;6;1;0;0;1;5;4;2
49;102259328441aac97a8697b35add6e05;0;1;1;5;1;0;2;2;2;0;1;1;4;4;2;1;2;3;1;4;4;0;8;7;9;8;4;0;0;1;1;9;1;3;9;7;3;7;5;9;5;4;3;8;3;6;8;6;7;7;5;7;6;5;4;9;5;4;9;9;9;8;9;6;5;8;3;9;6;7;3;5;0;0;0;1;3;4;2
50;dea1cd88bc489f4c459feca0d4969e5e;1;3;2;5;1;0;2;3;7;0;2;2;3;6;1;2;1;3;0;4;3;0;6;1;7;6;7;0;0;0;2;5;1;2;7;9;5;4;9;6;6;9;1;5;4;8;8;9;3;9;7;4;6;8;4;4;2;7;1;3;4;3;4;9;9;4;6;7;6;5;5;2;1;0;0;0;4;3;1
51;6529d9359122d49d8e08cb785b9f03ba;0;1;1;5;1;0;2;2;7;0;1;0;4;6;3;2;1;3;0;3;5;0;2;2;2;2;9;0;0;0;2;7;1;4;5;8;2;4;3;9;5;9;1;2;3;8;3;8;5;5;8;5;8;9;9;7;8;9;8;4;5;5;9;2;7;6;1;4;3;3;7;1;0;0;1;0;5;9;1
52;a6b88d4ff6222f423c3a1230aa8cca56;0;1;1;2;1;0;1;1;4;0;1;0;2;4;2;2;1;3;0;2;3;0;2;2;2;1;7;0;0;0;2;6;1;4;2;7;1;1;9;6;4;7;5;1;5;6;1;8;2;3;3;1;2;7;5;6;6;7;8;3;7;2;8;3;7;4;4;7;6;1;9;3;0;0;0;0;5;3;2
53;25fea4913b45adf77e9c18739ef6f58d;0;1;1;4;1;0;1;2;4;0;1;0;5;3;3;1;1;3;0;2;3;0;8;5;5;9;5;0;0;1;2;8;1;5;9;7;4;5;9;7;8;2;6;5;3;1;8;6;7;7;8;5;8;6;7;5;7;5;9;8;9;9;9;9;7;8;5;7;7;9;3;3;0;0;0;0;3;7;3
54;62b8c02387ddf5df20285ae00c377f56;0;2;1;3;1;0;2;2;4;0;1;3;3;5;2;2;2;3;0;5;2;0;4;3;8;5;4;0;0;1;1;1;1;2;8;5;8;8;5;7;7;6;2;5;2;7;4;8;4;7;7;8;7;7;8;7;8;7;5;9;8;7;4;7;6;9;2;8;8;3;7;4;0;0;0;0;5;9;1
55;1c016154e82ece09610f3838008ed89a;0;1;1;4;1;0;1;3;4;0;1;1;5;6;2;1;3;1;1;2;5;0;5;2;4;7;2;0;0;1;2;4;1;4;9;2;8;9;1;7;9;9;1;5;1;9;6;9;9;2;9;9;9;9;9;5;9;9;7;5;7;8;3;1;8;9;2;7;9;6;5;4;0;0;1;0;4;9;1
56;2de65e4b565f859a54abdf0b10d9d100;0;2;1;2;0;0;2;2;4;0;1;2;5;3;3;1;2;3;0;4;4;0;9;3;3;9;5;0;0;1;1;1;1;3;9;7;5;8;2;8;9;7;6;6;1;3;9;9;9;7;9;8;9;9;9;8;9;9;2;8;9;9;5;4;6;8;1;7;5;8;2;4;0;0;1;0;4;8;3
57;4446eb22d1304a82c0e6392cece9e947;0;1;1;4;1;0;1;1;6;0;1;0;4;6;3;4;1;3;0;3;5;0;2;2;2;6;5;1;2;0;2;5;1;4;9;4;1;4;2;8;7;8;1;2;3;9;4;8;6;9;8;5;8;9;9;7;9;8;8;5;6;4;9;2;9;9;2;7;8;3;8;3;0;0;0;0;3;4;2
58;9117989cea49d1bff3f07bc05a646cb7;0;1;1;4;1;0;1;1;6;0;1;0;3;3;3;4;1;3;0;1;4;0;8;7;5;8;6;0;0;1;2;5;1;3;8;9;5;3;9;9;5;9;9;7;4;2;7;6;5;9;6;3;8;5;5;9;4;5;8;8;7;5;9;9;5;4;5;3;2;8;3;3;0;0;0;0;3;2;3
59;53241bd2bb694554f242dafc2aa77b36;0;1;1;4;1;0;1;2;7;0;1;0;3;5;1;3;1;3;0;3;3;0;8;7;7;9;4;0;0;0;2;5;1;4;8;6;8;4;5;8;6;3;3;2;6;7;5;5;3;9;3;4;4;7;7;8;5;7;3;8;7;7;2;9;7;9;5;5;8;3;7;2;0;0;1;1;3;8;1
60;04134055bc3bba365e355fe3e53824a2;0;1;1;4;1;0;1;3;7;0;1;3;4;6;2;1;1;3;0;2;5;0;1;1;1;1;8;0;0;0;4;6;1;3;6;4;1;4;4;6;3;9;1;1;4;9;1;9;2;6;8;4;6;9;9;5;8;9;3;5;5;1;3;1;9;9;2;7;8;3;9;1;0;0;0;0;5;2;1
61;c394ef5ce01f6dfb229b429fa74b3520;0;1;1;2;1;0;2;1;4;0;1;0;3;4;3;2;4;3;0;2;3;0;3;3;5;4;4;0;0;1;2;2;1;2;4;5;3;9;5;8;8;7;4;3;3;7;3;7;4;4;8;9;8;7;7;7;6;7;3;7;7;5;1;9;6;7;4;8;6;8;8;3;0;0;1;0;4;5;2
62;f3df81e0d764bf0ad8326675962a6e62;0;1;1;4;1;0;2;3;6;0;1;2;4;4;3;2;1;3;0;3;5;0;7;7;8;9;7;0;0;1;2;8;1;5;9;8;5;4;9;9;8;2;5;2;2;4;9;8;5;9;5;4;5;7;8;9;7;2;7;9;8;8;8;9;3;7;5;8;9;6;4;2;0;0;1;1;3;6;2
63;235c5f2ec1db51364a9d083063f89cfa;0;2;1;4;1;0;2;2;4;0;1;0;3;3;3;1;1;3;0;2;4;0;8;6;6;8;5;0;0;1;2;5;1;4;8;8;5;2;7;8;5;6;7;7;3;1;8;7;4;9;4;3;4;6;7;8;5;6;2;9;8;7;5;8;5;8;1;7;7;4;7;2;0;0;0;0;4;6;3
64;6080a0abcbaa11b6f6c1490fc3a863a9;0;5;2;2;1;0;1;2;4;0;1;1;2;3;1;4;1;3;0;3;1;0;5;7;5;7;2;0;0;1;1;2;1;2;7;4;4;1;8;4;3;3;7;4;4;2;5;3;1;9;1;1;1;2;2;3;2;3;6;4;4;6;2;8;2;7;6;3;7;3;7;6;0;0;0;0;2;2;3
65;ba6a6d3b89234f12c1c36cb8acf2473b;0;4;2;4;1;0;1;2;4;0;1;0;2;2;2;2;1;3;0;4;1;0;2;2;3;2;4;0;0;0;2;4;1;2;2;7;2;1;4;4;4;3;5;3;8;2;3;6;4;2;1;1;1;9;8;6;7;9;3;2;3;1;3;7;8;8;7;3;8;1;9;5;0;0;0;0;5;1;1
66;a2c0e0d25f014b19c643cb73f290e414;0;7;2;4;1;0;1;2;4;0;1;1;1;4;3;4;2;3;0;3;1;0;6;7;7;7;9;0;0;1;6;3;1;2;4;3;9;6;9;3;1;1;8;6;8;1;6;2;3;6;2;6;2;3;3;5;2;3;5;3;3;5;7;7;3;5;8;5;5;7;3;6;1;0;1;0;3;9;3
67;2e828e3f440423ab45e895a370271d10;0;3;2;5;1;0;2;3;4;0;1;0;2;2;3;3;1;3;1;3;1;0;7;8;8;7;5;0;0;1;1;7;1;2;7;7;7;2;8;5;3;3;9;7;8;1;9;3;2;9;2;1;2;3;2;4;3;3;5;4;3;4;7;9;2;6;6;3;7;5;7;5;1;0;0;0;2;3;4
68;51184c96bf862f9e79df6c3b7bc9c80f;0;1;1;4;1;0;1;2;4;0;1;1;5;4;3;1;4;2;0;3;5;1;9;2;9;9;7;1;3;1;2;6;1;5;9;7;8;9;7;9;9;6;4;8;1;5;9;9;9;7;9;9;9;8;9;8;9;8;7;9;9;9;8;2;6;9;1;9;6;9;1;5;0;0;1;1;4;9;2
69;898e0ca60c365cf806ffe7cb5938acef;0;2;1;5;1;0;2;2;6;0;1;0;5;3;3;1;4;3;0;3;5;0;9;8;9;8;7;0;0;0;2;9;1;3;9;9;9;9;7;9;8;6;7;4;5;5;9;9;9;9;9;9;9;7;7;5;8;6;9;9;6;8;9;7;5;8;3;7;8;9;1;6;0;0;1;0;4;9;3
70;fd671383ea9827dfc804bbb0fb676cd2;0;1;1;6;1;0;2;2;7;0;1;0;5;4;3;1;1;3;1;1;5;1;9;3;9;9;4;0;0;1;1;7;2;5;9;9;5;5;4;9;9;4;3;6;1;6;9;8;9;4;9;4;9;6;7;7;9;7;6;9;8;9;7;6;6;9;3;9;9;9;8;2;0;0;1;1;4;4;2
71;7e28b2bf3e865352f76f55ab27df38f2;0;3;2;2;1;0;2;3;7;0;1;0;2;4;2;4;3;3;0;4;1;0;5;6;6;4;4;0;0;1;1;2;1;2;7;4;9;7;8;4;4;6;5;2;8;7;4;4;2;7;2;6;3;5;4;5;4;6;3;5;2;6;3;7;5;9;6;8;9;4;9;6;0;0;0;0;3;8;2
72;29a1bb328ae1b00e5f473dd643368e00;0;1;1;4;1;0;2;2;6;0;1;1;5;6;2;2;1;1;0;4;5;0;1;1;1;2;6;0;0;0;2;4;1;3;5;5;1;5;1;4;9;8;1;1;1;9;2;9;8;2;9;6;9;9;9;4;9;9;7;4;7;2;7;1;9;9;5;4;7;5;8;5;0;0;1;0;5;9;1
